ID,Description,poi_Cat,poi_Qty,bg_Cat,bg_Qty,pvalue,p.adjust,qvalue,geneID,Count,Cat,foldEnrichment
GO:0005868,cytoplasmic dynein complex,5,208,22,15671,8.602130254679116e-6,1.6117675635082975e-4,1.3868254316407884e-4,Dctn1/Dync1i2/Dctn4/Dync1li1/Dync1h1,5,CC,17.123033216783217
GO:0005844,polysome,7,208,65,15671,2.3791051125237503e-5,4.234807100292276e-4,3.643787303917955e-4,Rps23/Rps4x/Rps6/Rps26/Rpl30/Rpl8/Elavl4,7,CC,8.113683431952662
GO:0005681,spliceosomal complex,9,208,170,15671,4.494886303433688e-4,0.006667414683426637,0.005736894360961419,Frg1/Usp39/Srrm1/Ttf2/Cdc5l/Sf3a1/Prpf19/Bcas2/Ik,9,CC,3.9886595022624434
GO:0140534,endoplasmic reticulum protein-containing complex,7,208,126,15671,0.0014616413610531729,0.019272012019812206,0.01658236397919974,Ext2/Tusc3/Derl1/Selenos/Sec61a2/Amfr/Gpaa1,7,CC,4.1856303418803416
GO:0005881,cytoplasmic microtubule,5,208,73,15671,0.002838527997640291,0.030621695974543745,0.02634805892546491,Hid1/Reep2/Reep3/Selenos/Dync1h1,5,CC,5.16036617492097
GO:0003735,structural constituent of ribosome,50,202,138,15381,6.129467508691664e-60,2.2495145756898406e-57,2.1033751661405077e-57,Mrpl23/Rps16/Rps2/Rps8/Rps23/Rps18/Rps11/Rps13/Rps4x/Rps6/Rps15/Rps24/Rps26/Rpl30/Rpl8/Rps27a/Rps3a1/Mrps7/Mrps35/Mrpl22/Mrpl47/Mrpl37/Mrps2/Mrps18b/Mrps5/Mrpl34/Mrpl9/Mrpl3/Mrpl15/Mrpl51/Mrpl24/Mrps17/Mrpl11/Mrpl18/Mrpl41/Mrpl33/Mrps24/Mrps14/Mrps22/Rpl15/Mrps25/Mrpl28/Mrpl21/Mrpl13/Mrpl19/Mrps9/Mrpl17/Mrps15/Mrpl4/Mrps34,50,MF,27.588247955230308
GO:0019843,rRNA binding,10,202,68,15381,1.831534139613947e-8,3.3608651461915928e-6,3.1425269974428775e-6,Rps18/Rps11/Rps13/Rps4x/Rpl8/Eri1/Mrps7/Mrps17/Mrpl11/Mrpl18,10,MF,11.197582993593477
GO:0003729,mRNA binding,13,202,252,15381,2.9223943304389886e-5,0.0035750623975703624,0.003342808953414422,Purb/Rps2/Rps13/Rps6/Rps26/Rpl30/Rps3a1/Rbm15/Elavl4/Cpeb4/Mrps7/Edc3/Mrpl13,13,MF,3.928041018387553
mmu03010,Ribosome,40,123,123,6715,3.9015946802568087e-41,6.671726903239143e-39,6.612176247593119e-39,19935/20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/50529/216767/118451/77721/94065/78523/94062/27395/67707/66258/66419/67681/66845/64659/66480/68611/353242/68537/56284/69527/27397/66407/66163,40,KEGG,17.75398241787296
mmu05171,Coronavirus disease - COVID-19,18,123,211,6715,4.114291572427875e-8,3.5177192944258332e-6,3.486320753478358e-6,16476/20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,18,KEGG,4.657265056062882
R-MMU-72766,Translation,58,150,215,8014,5.856896894050489e-54,3.0982984569527085e-51,2.5955300972581644e-51,19935/20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/50529/99045/232536/216767/224045/60441/74600/68572/56280/118451/66973/77721/94065/78523/94062/27395/67270/66493/67707/66258/66419/67681/107733/66845/64660/64659/64655/69163/66480/67036/64658/68611/353242/68537/56284/69527/27397/66407/67674/66163/79044,58,Reactome,14.41277519379845
R-MMU-5389840,Mitochondrial translation elongation,39,150,83,8014,7.960330754010755e-47,2.1055074844358448e-44,1.763841709178173e-44,19935/50529/99045/232536/216767/60441/74600/68572/56280/118451/66973/77721/94065/78523/94062/27395/67270/66493/67707/66258/66419/67681/107733/66845/64660/64659/64655/69163/67036/64658/68611/353242/68537/56284/69527/27397/66407/66163/79044,39,Reactome,25.10409638554217
R-MMU-5419276,Mitochondrial translation termination,39,150,85,8014,2.671347468705865e-46,4.710476036484676e-44,3.9460957344742784e-44,19935/50529/99045/232536/216767/60441/74600/68572/56280/118451/66973/77721/94065/78523/94062/27395/67270/66493/67707/66258/66419/67681/107733/66845/64660/64659/64655/69163/67036/64658/68611/353242/68537/56284/69527/27397/66407/66163/79044,39,Reactome,24.513411764705886
R-MMU-5368287,Mitochondrial translation,39,150,86,8014,4.821316581212197e-46,6.37619117865313e-44,5.341511264974566e-44,19935/50529/99045/232536/216767/60441/74600/68572/56280/118451/66973/77721/94065/78523/94062/27395/67270/66493/67707/66258/66419/67681/107733/66845/64660/64659/64655/69163/67036/64658/68611/353242/68537/56284/69527/27397/66407/66163/79044,39,Reactome,24.228372093023257
R-MMU-1799339,SRP-dependent cotranslational protein targeting to membrane,17,150,84,8014,1.4862905582025847e-13,1.5724954105783345e-11,1.3173227894806067e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,10.812539682539683
R-MMU-72695,"Formation of the ternary complex, and subsequently, the 43S complex",14,150,50,8014,1.8469338809655545e-13,1.6283800383846307e-11,1.3641388840114012e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/78294/20091,14,Reactome,14.959466666666666
R-MMU-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),17,150,87,8014,2.743870934192528e-13,2.0735824631254962e-11,1.737097238037676e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,10.439693486590038
R-MMU-72689,Formation of a pool of free 40S subunits,17,150,94,8014,1.0448273938682182e-12,6.75296017757835e-11,5.6571410501651287e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,9.6622695035461
R-MMU-72649,Translation initiation complex formation,14,150,57,8014,1.3545827052484396e-12,6.75296017757835e-11,5.6571410501651287e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/78294/20091,14,Reactome,13.12233918128655
R-MMU-72702,Ribosomal scanning and start codon recognition,14,150,57,8014,1.3545827052484396e-12,6.75296017757835e-11,5.6571410501651287e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/78294/20091,14,Reactome,13.12233918128655
R-MMU-72613,Eukaryotic Translation Initiation,18,150,111,8014,1.5318624221349752e-12,6.75296017757835e-11,5.6571410501651287e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/224045/66480,18,Reactome,8.663783783783783
R-MMU-72737,Cap-dependent Translation Initiation,18,150,111,8014,1.5318624221349752e-12,6.75296017757835e-11,5.6571410501651287e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/224045/66480,18,Reactome,8.663783783783783
R-MMU-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",14,150,58,8014,1.75720399391299e-12,7.150468559845937e-11,5.99014478896655e-11,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/78294/20091,14,Reactome,12.896091954022989
R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,17,150,104,8014,5.813436521985039e-12,2.1243754357365314e-10,1.779647912536225e-10,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,8.733205128205128
R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,17,150,105,8014,6.826915388945375e-12,2.1243754357365314e-10,1.779647912536225e-10,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,8.650031746031745
R-MMU-927802,Nonsense-Mediated Decay (NMD),17,150,105,8014,6.826915388945375e-12,2.1243754357365314e-10,1.779647912536225e-10,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,8.650031746031745
R-MMU-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),17,150,105,8014,6.826915388945375e-12,2.1243754357365314e-10,1.779647912536225e-10,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/66480,17,Reactome,8.650031746031745
R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,19,150,164,8014,1.5764686038025365e-10,4.169759457057709e-9,3.493122537899305e-9,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/67276/100608/66480,19,Reactome,6.189674796747967
R-MMU-72312,rRNA processing,19,150,164,8014,1.5764686038025365e-10,4.169759457057709e-9,3.493122537899305e-9,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/67276/100608/66480,19,Reactome,6.189674796747967
R-MMU-8868773,rRNA processing in the nucleus and cytosol,19,150,164,8014,1.5764686038025365e-10,4.169759457057709e-9,3.493122537899305e-9,20055/16898/20116/66475/20084/27207/68052/20102/20104/20054/20088/27370/19946/26961/78294/20091/67276/100608/66480,19,Reactome,6.189674796747967
R-MMU-6811436,COPI-independent Golgi-to-ER retrograde traffic,5,150,48,8014,0.0019244668474974844,0.048478236301246154,0.0406115560298968,13191/13427/67665/235661/13424,5,Reactome,5.565277777777778
